,MS SubClass,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Sale Type,SalePrice
910,70,43.0,5707,SWISU,6,1935,1950,Wd Sdng,Wd Sdng,0.0,0.0,0.0,583.0,583.0,647,595,0,1242,6,1926.0,180.0,329,96,0,0,0,0,0,3,WD ,105000
911,50,65.0,7804,SWISU,4,1928,1950,WdShing,Plywood,0.0,622.0,0.0,500.0,1122.0,1328,653,0,1981,7,1981.0,576.0,431,44,0,0,0,0,0,12,WD ,135000
912,30,64.0,8574,Crawfor,6,1916,2000,Stucco,Stucco,0.0,0.0,0.0,816.0,816.0,1232,0,0,1232,6,1916.0,440.0,0,0,180,0,0,0,0,10,WD ,147500
913,50,51.0,6171,SWISU,6,1925,1990,WdShing,Wd Shng,0.0,264.0,0.0,712.0,976.0,1160,448,0,1608,7,1925.0,216.0,147,16,0,0,0,0,0,10,WD ,137450
914,70,60.0,7200,SWISU,7,1936,2007,Wd Sdng,Wd Sdng,0.0,350.0,210.0,0.0,560.0,575,560,0,1135,6,1971.0,576.0,256,0,0,0,0,0,0,4,WD ,155000
915,50,57.0,7558,Crawfor,6,1928,1950,BrkFace,Stone,0.0,0.0,0.0,896.0,896.0,1172,741,0,1913,9,1929.0,342.0,0,0,0,0,0,0,0,3,WD ,177000
916,50,52.0,6292,SWISU,7,1928,1950,Wd Sdng,Wd Sdng,0.0,0.0,0.0,861.0,861.0,877,600,0,1477,6,1928.0,216.0,0,50,0,0,0,0,0,8,WD ,145000
917,70,53.0,7155,Crawfor,7,1918,1990,Wd Sdng,Wd Sdng,0.0,0.0,0.0,600.0,600.0,628,600,0,1228,6,1918.0,215.0,0,113,0,0,195,0,0,5,WD ,137000
918,70,53.0,10918,Crawfor,7,1926,2004,MetalSd,MetalSd,0.0,0.0,0.0,1276.0,1276.0,1276,804,0,2080,9,1926.0,282.0,0,0,0,0,145,0,0,6,WD ,234000
919,50,60.0,13680,Crawfor,5,1940,1950,Wd Sdng,Wd Sdng,0.0,728.0,0.0,112.0,840.0,840,727,0,1567,6,1961.0,440.0,0,21,150,0,0,0,0,2,WD ,205000
920,70,,7500,Crawfor,6,1942,1950,Wd Sdng,Wd Sdng,0.0,547.0,0.0,224.0,771.0,753,741,0,1494,7,1942.0,213.0,0,0,0,0,224,0,0,11,WD ,177500
921,50,130.0,9600,Crawfor,5,1940,1950,MetalSd,MetalSd,0.0,428.0,0.0,300.0,728.0,976,332,0,1308,7,1940.0,256.0,0,70,0,0,0,0,0,6,WD ,160000
922,20,80.0,14680,Crawfor,5,1960,1960,MetalSd,MetalSd,0.0,793.0,0.0,480.0,1273.0,1273,0,0,1273,5,1960.0,307.0,483,0,0,0,115,0,0,6,WD ,155000
923,30,80.0,13360,Crawfor,5,1921,2006,Wd Sdng,Wd Sdng,0.0,713.0,0.0,163.0,876.0,964,0,0,964,5,1921.0,432.0,0,0,44,0,0,0,0,8,WD ,163500
924,50,54.0,7681,Crawfor,5,1921,1950,Wd Sdng,Wd Sdng,0.0,0.0,0.0,731.0,731.0,820,523,0,1343,7,1921.0,186.0,192,0,102,0,0,0,0,7,WD ,154900
925,90,,8145,Crawfor,7,1940,1950,Wd Sdng,Wd Sdng,0.0,246.0,0.0,674.0,920.0,1240,1240,0,2480,13,1940.0,400.0,0,0,57,0,0,0,0,7,WD ,205000
926,20,70.0,9100,Crawfor,5,1954,1954,BrkFace,BrkFace,0.0,154.0,694.0,264.0,1112.0,1112,0,0,1112,6,1954.0,390.0,0,0,0,0,0,0,0,10,WD ,144800
927,70,75.0,12000,Crawfor,7,1941,1950,MetalSd,MetalSd,0.0,275.0,0.0,429.0,704.0,860,704,0,1564,7,1941.0,234.0,0,0,0,0,0,0,0,7,WD ,174500
928,20,90.0,13339,Crawfor,6,1960,1960,HdBoard,Plywood,132.0,65.0,875.0,621.0,1561.0,1561,0,0,1561,6,1960.0,463.0,0,148,0,0,120,0,0,5,WD ,193000
929,50,78.0,15600,Crawfor,5,1949,2005,BrkComm,Brk Cmn,0.0,312.0,507.0,248.0,1067.0,986,537,0,1523,7,1949.0,295.0,0,0,81,0,0,0,0,10,WD ,158000
930,20,80.0,14000,Crawfor,6,1950,2004,HdBoard,HdBoard,0.0,0.0,0.0,1092.0,1092.0,1152,0,0,1152,6,1950.0,300.0,0,36,0,0,0,0,0,8,WD ,158500
931,20,100.0,17500,Crawfor,6,1954,1954,HdBoard,HdBoard,420.0,784.0,435.0,91.0,1310.0,1906,0,0,1906,6,1954.0,576.0,0,201,0,0,0,0,0,1,WD ,224000
932,160,24.0,1733,Blueste,6,1980,1980,MetalSd,MetalSd,0.0,0.0,0.0,516.0,516.0,516,516,0,1032,5,1980.0,452.0,279,0,0,0,0,0,0,5,WD ,115000
933,160,24.0,1488,Blueste,6,1980,1992,MetalSd,MetalSd,0.0,471.0,0.0,90.0,561.0,561,668,0,1229,5,1980.0,462.0,176,0,0,0,0,0,0,10,WD ,137000
934,160,24.0,1612,Blueste,6,1980,1980,MetalSd,MetalSd,0.0,0.0,0.0,561.0,561.0,561,668,0,1229,5,1980.0,462.0,154,0,0,0,0,0,0,7,WD ,121000
935,160,24.0,1300,Blueste,6,1980,1980,MetalSd,MetalSd,0.0,285.0,0.0,276.0,561.0,561,668,0,1229,5,1980.0,462.0,150,0,0,0,0,0,0,5,WD ,124000
936,80,,13607,Crawfor,6,1986,1986,VinylSd,VinylSd,242.0,454.0,0.0,118.0,572.0,1182,800,0,1982,6,1986.0,501.0,400,112,0,0,0,0,1500,4,WD ,208000
937,20,,17597,Crawfor,7,1971,2009,BrkFace,BrkFace,0.0,803.0,419.0,581.0,1803.0,2365,0,0,2365,7,1971.0,551.0,200,144,0,0,0,0,0,7,WD ,315000
938,20,,21695,Crawfor,6,1988,2007,Wd Sdng,Plywood,260.0,808.0,0.0,72.0,880.0,1680,0,0,1680,5,1988.0,540.0,292,44,0,182,0,0,0,12,WD ,222000
939,70,59.0,10690,IDOTRR,5,1920,1997,VinylSd,VinylSd,0.0,456.0,0.0,216.0,672.0,672,672,0,1344,6,1964.0,468.0,0,128,218,0,0,0,0,7,WD ,147000
940,70,50.0,8660,IDOTRR,5,1900,1993,AsbShng,AsbShng,0.0,0.0,0.0,760.0,760.0,928,928,312,2168,11,1998.0,576.0,467,160,78,0,0,0,0,12,WD ,123000
941,70,60.0,6402,IDOTRR,5,1920,1950,Wd Sdng,Wd Shng,0.0,0.0,0.0,596.0,596.0,596,596,0,1192,6,1920.0,189.0,0,0,137,0,0,0,0,7,WD ,78000
942,50,105.0,8470,IDOTRR,3,1915,1982,Plywood,Plywood,0.0,0.0,0.0,1013.0,1013.0,1013,0,513,1526,6,,0.0,0,0,156,0,0,0,0,10,ConLD,85000
943,30,60.0,10200,IDOTRR,4,1925,1950,MetalSd,MetalSd,0.0,0.0,0.0,572.0,572.0,572,0,0,572,4,1940.0,200.0,0,0,72,0,0,0,0,5,WD ,75000
944,120,44.0,3843,Crawfor,8,2007,2008,CemntBd,CmentBd,174.0,1476.0,0.0,120.0,1596.0,1648,0,0,1648,5,2007.0,482.0,162,53,0,153,0,0,0,6,New,230000
945,30,109.0,21780,IDOTRR,2,1910,1950,Wd Sdng,Wd Sdng,0.0,0.0,0.0,0.0,0.0,810,0,0,810,4,1975.0,280.0,119,24,0,0,0,0,0,3,ConLD,57625
946,60,75.0,10125,Mitchel,8,2000,2001,CemntBd,CmentBd,0.0,445.0,250.0,412.0,1107.0,1040,1012,0,2052,7,2000.0,642.0,210,91,0,0,0,0,0,5,WD ,251000
947,50,48.0,12822,Mitchel,7,2003,2003,VinylSd,VinylSd,0.0,1351.0,0.0,83.0,1434.0,1518,631,0,2149,6,2003.0,670.0,168,43,0,0,198,0,0,8,WD ,239686
948,20,43.0,12118,Mitchel,7,2004,2005,VinylSd,VinylSd,108.0,0.0,0.0,1710.0,1710.0,1710,0,0,1710,7,2004.0,550.0,100,48,0,0,180,0,0,4,WD ,240000
949,60,71.0,12209,Mitchel,6,2001,2002,VinylSd,VinylSd,0.0,690.0,0.0,114.0,804.0,804,1157,0,1961,7,2001.0,560.0,125,192,0,0,0,0,0,6,WD ,215000
950,85,75.0,9750,Mitchel,6,1977,1977,Plywood,Plywood,0.0,767.0,0.0,135.0,902.0,926,0,0,926,5,1977.0,351.0,319,0,0,0,0,0,0,4,WD ,156450
951,85,72.0,9360,Mitchel,6,1977,1977,Plywood,Plywood,0.0,841.0,116.0,0.0,957.0,1287,0,0,1287,5,1977.0,541.0,302,39,0,0,120,0,0,11,WD ,173000
952,90,75.0,10125,Mitchel,5,1977,1977,Plywood,Plywood,0.0,0.0,0.0,0.0,0.0,1302,432,0,1734,8,1977.0,539.0,0,0,0,0,0,0,0,8,COD,126000
953,80,,9947,Mitchel,7,1990,1991,HdBoard,HdBoard,0.0,611.0,0.0,577.0,1188.0,1217,0,0,1217,6,1990.0,497.0,168,27,0,0,0,0,0,6,WD ,173000
954,20,82.0,11070,Mitchel,5,1991,1991,HdBoard,HdBoard,0.0,55.0,0.0,1527.0,1582.0,1595,0,0,1595,5,1991.0,672.0,0,0,0,0,0,0,0,4,COD,152000
955,20,,14375,Timber,6,1958,1958,HdBoard,HdBoard,541.0,111.0,354.0,354.0,819.0,1344,0,0,1344,7,1958.0,525.0,0,118,0,0,233,0,0,1,COD,137500
956,20,150.0,215245,Timber,7,1965,1965,BrkFace,BrkFace,0.0,1236.0,820.0,80.0,2136.0,2036,0,0,2036,8,1965.0,513.0,0,0,0,0,0,0,0,6,WD ,375000
957,20,89.0,12898,Timber,9,2007,2008,VinylSd,VinylSd,70.0,1022.0,0.0,598.0,1620.0,1620,0,0,1620,6,2008.0,912.0,228,0,0,0,0,0,0,9,WD ,315500
958,60,83.0,13159,Timber,7,2009,2009,VinylSd,VinylSd,0.0,0.0,0.0,846.0,846.0,846,846,0,1692,6,2009.0,650.0,208,114,0,0,0,0,0,7,New,224500
959,20,113.0,13438,Timber,9,2008,2008,CemntBd,CmentBd,246.0,1758.0,0.0,432.0,2190.0,2036,0,0,2036,9,2008.0,780.0,90,154,0,0,0,0,0,7,WD ,410000
960,20,79.0,14463,Timber,9,2008,2008,CemntBd,CmentBd,406.0,1115.0,0.0,526.0,1641.0,1641,0,0,1641,7,2008.0,885.0,0,95,0,0,0,0,0,1,WD ,316500
961,20,73.0,8925,Timber,8,2007,2007,VinylSd,VinylSd,0.0,16.0,0.0,1450.0,1466.0,1466,0,0,1466,7,2007.0,610.0,100,18,0,0,0,0,0,7,WD ,201000
962,20,130.0,11457,Timber,6,1988,1988,HdBoard,HdBoard,0.0,1005.0,0.0,387.0,1392.0,1412,0,0,1412,6,1988.0,576.0,0,0,169,0,0,0,0,3,WD ,175000
963,60,,9839,Timber,6,1980,2006,MetalSd,MetalSd,0.0,462.0,0.0,250.0,712.0,1375,862,0,2237,7,1980.0,440.0,305,24,0,0,0,0,2500,2,WD ,204000
964,80,125.0,14419,Timber,7,1987,1989,Plywood,Plywood,310.0,904.0,624.0,117.0,1645.0,1479,0,0,1479,7,1987.0,578.0,224,238,0,0,0,0,0,7,WD ,213500
965,20,,6853,Timber,8,2001,2002,VinylSd,VinylSd,136.0,1005.0,0.0,262.0,1267.0,1296,0,0,1296,6,2001.0,471.0,192,25,0,0,0,0,0,6,WD ,220000
966,60,75.0,9157,Timber,7,2003,2003,VinylSd,VinylSd,0.0,0.0,0.0,912.0,912.0,1072,942,0,2014,9,2003.0,486.0,124,114,0,0,0,0,0,2,WD ,170000
967,20,85.0,14601,Timber,9,2006,2006,VinylSd,VinylSd,584.0,1260.0,0.0,578.0,1838.0,1838,0,0,1838,8,2006.0,765.0,270,68,0,0,0,0,0,3,WD ,315000
968,20,85.0,12633,Timber,9,2007,2007,CemntBd,CmentBd,290.0,1640.0,0.0,338.0,1978.0,1978,0,0,1978,7,2007.0,920.0,308,52,0,0,0,0,0,5,WD ,425000
969,20,75.0,12518,Mitchel,5,1968,1968,HdBoard,HdBoard,182.0,532.0,0.0,476.0,1008.0,1008,0,0,1008,6,1968.0,384.0,144,0,0,0,0,0,0,4,WD ,139500
970,20,100.0,21750,Mitchel,5,1960,2006,HdBoard,HdBoard,75.0,0.0,0.0,0.0,0.0,1771,0,0,1771,9,1960.0,336.0,0,0,0,0,0,0,0,11,WD ,115000
971,120,32.0,4500,Mitchel,6,1998,1998,VinylSd,VinylSd,320.0,866.0,0.0,338.0,1204.0,1204,0,0,1204,5,1998.0,412.0,0,247,0,0,0,0,0,6,WD ,162000
972,120,,4500,Mitchel,6,1999,1999,VinylSd,VinylSd,425.0,883.0,0.0,341.0,1224.0,1224,0,0,1224,5,1999.0,402.0,0,304,0,0,0,0,0,6,WD ,165000
973,180,21.0,1596,MeadowV,4,1973,1973,CemntBd,CmentBd,0.0,462.0,0.0,0.0,462.0,526,462,0,988,5,1973.0,297.0,120,101,0,0,0,0,0,11,WD ,91000
974,20,62.0,9858,Mitchel,5,1968,1968,HdBoard,HdBoard,0.0,510.0,0.0,354.0,864.0,874,0,0,874,5,1968.0,288.0,33,0,0,0,0,0,600,11,WD ,130000
975,180,21.0,1526,MeadowV,4,1970,2002,CemntBd,CmentBd,0.0,515.0,0.0,115.0,630.0,630,0,0,630,3,1970.0,286.0,0,0,0,0,0,0,0,5,WD ,86000
976,20,83.0,13383,Mitchel,5,1969,2000,HdBoard,HdBoard,176.0,594.0,0.0,594.0,1188.0,1404,0,0,1404,7,1969.0,504.0,0,16,0,0,0,0,0,3,WD ,160000
977,180,21.0,1477,MeadowV,4,1970,1970,CemntBd,CmentBd,0.0,509.0,0.0,121.0,630.0,630,0,0,630,3,1970.0,286.0,0,0,0,0,0,0,0,4,WD ,80000
978,160,21.0,1533,MeadowV,4,1970,2008,CemntBd,CmentBd,0.0,0.0,0.0,546.0,546.0,798,546,0,1344,6,,0.0,0,0,0,0,0,0,0,5,WD ,97000
979,160,21.0,2217,MeadowV,4,1970,1970,CemntBd,CmentBd,0.0,273.0,273.0,0.0,546.0,546,546,0,1092,6,1970.0,286.0,238,0,0,0,0,0,0,8,WD ,88000
980,85,50.0,7689,Mitchel,5,1972,1972,MetalSd,MetalSd,0.0,720.0,76.0,0.0,796.0,796,0,0,796,4,1998.0,336.0,138,0,0,0,0,0,0,7,WD ,131900
981,80,62.0,7706,Mitchel,6,1993,1996,HdBoard,HdBoard,0.0,114.0,270.0,0.0,384.0,1091,0,0,1091,5,1993.0,429.0,280,0,0,0,0,0,700,8,WD ,131250
982,85,,9101,Mitchel,5,1978,1978,Plywood,Plywood,104.0,1097.0,0.0,0.0,1097.0,1110,0,0,1110,4,1978.0,602.0,303,30,0,0,0,0,0,7,WD ,165500
983,20,,8780,Mitchel,5,1985,1985,HdBoard,Plywood,0.0,625.0,0.0,208.0,833.0,833,0,0,833,5,,0.0,0,0,0,0,0,0,0,3,WD ,112000
984,85,70.0,7669,Mitchel,5,1992,1993,HdBoard,Wd Shng,0.0,718.0,110.0,0.0,828.0,883,0,0,883,5,1998.0,698.0,100,32,0,0,0,0,0,6,WD ,149000
985,50,85.0,14115,Mitchel,5,1993,1995,VinylSd,VinylSd,0.0,732.0,0.0,64.0,796.0,796,566,0,1362,5,1993.0,480.0,40,30,0,320,0,0,700,10,WD ,143000
986,60,62.0,10429,Mitchel,5,1992,1992,HdBoard,Wd Shng,0.0,330.0,0.0,294.0,624.0,624,663,0,1287,6,2001.0,440.0,150,0,0,0,0,0,0,7,WD ,130000
987,20,,9819,Mitchel,6,1977,1977,Plywood,ImStucc,0.0,1567.0,0.0,0.0,1567.0,1567,0,0,1567,5,1977.0,714.0,264,32,0,0,0,0,0,5,WD ,196000
988,60,70.0,10457,Mitchel,5,1969,1969,VinylSd,VinylSd,178.0,496.0,288.0,0.0,784.0,784,848,0,1632,7,1969.0,898.0,0,173,368,0,0,0,0,4,WD ,173000
989,20,87.0,11029,NAmes,6,1958,2002,MetalSd,MetalSd,0.0,528.0,411.0,245.0,1184.0,1414,0,0,1414,6,1990.0,601.0,0,51,0,0,190,0,0,5,WD ,176500
990,20,,12925,NAmes,6,1970,1970,BrkFace,Plywood,0.0,865.0,0.0,340.0,1205.0,2117,0,0,2117,7,1970.0,550.0,0,42,0,0,0,0,0,5,WD ,237500
991,60,85.0,11075,NAmes,6,1969,1969,HdBoard,HdBoard,0.0,500.0,276.0,176.0,952.0,1092,1020,0,2112,9,1969.0,576.0,280,0,0,0,0,0,0,6,WD ,206900
992,60,72.0,8702,Gilbert,6,1997,1998,VinylSd,VinylSd,0.0,706.0,0.0,220.0,926.0,926,678,0,1604,7,1997.0,470.0,0,36,0,0,0,0,0,4,WD ,187500
993,60,65.0,8139,Gilbert,6,1995,1996,VinylSd,VinylSd,119.0,476.0,0.0,204.0,680.0,680,790,0,1470,7,1995.0,420.0,192,49,0,0,0,0,0,10,WD ,165000
994,60,59.0,9535,Gilbert,6,1998,1998,VinylSd,VinylSd,0.0,851.0,0.0,75.0,926.0,926,678,0,1604,7,1998.0,472.0,100,82,0,0,0,0,0,5,WD ,195500
995,60,59.0,9042,Gilbert,6,1998,1998,VinylSd,VinylSd,0.0,828.0,0.0,115.0,943.0,943,695,0,1638,7,1998.0,472.0,100,38,0,0,0,0,0,7,WD ,192000
996,60,,15038,Gilbert,6,1996,1996,HdBoard,HdBoard,0.0,138.0,0.0,778.0,916.0,916,720,0,1636,7,1996.0,386.0,168,84,0,0,0,0,0,11,WD ,173000
997,20,53.0,14137,Gilbert,5,1996,1997,HdBoard,HdBoard,0.0,450.0,0.0,898.0,1348.0,1384,0,0,1384,7,1996.0,404.0,0,39,0,0,0,0,0,11,WD ,177900
998,60,57.0,21872,Gilbert,7,1996,1997,HdBoard,HdBoard,0.0,604.0,0.0,125.0,729.0,729,717,0,1446,6,1996.0,406.0,264,22,0,0,0,0,0,8,WD ,175000
999,120,41.0,4923,StoneBr,8,2001,2002,CemntBd,CmentBd,0.0,1153.0,0.0,440.0,1593.0,1593,0,0,1593,5,2001.0,682.0,0,120,0,0,224,0,0,8,WD ,286000
1000,120,45.0,6264,StoneBr,8,1997,1997,CemntBd,CmentBd,0.0,656.0,0.0,1008.0,1664.0,1682,0,0,1682,6,1997.0,528.0,0,0,0,0,0,0,0,7,WD ,247900
1001,120,41.0,5395,StoneBr,8,1993,1993,HdBoard,HdBoard,0.0,733.0,0.0,604.0,1337.0,1337,0,0,1337,5,1993.0,462.0,96,0,70,168,0,0,0,10,WD ,180000
1002,120,39.0,5070,StoneBr,8,1992,1992,HdBoard,HdBoard,0.0,0.0,0.0,1280.0,1280.0,1280,0,0,1280,5,1992.0,506.0,0,82,0,0,144,0,0,8,WD ,180000
1003,60,100.0,10839,Gilbert,6,1997,1998,VinylSd,VinylSd,0.0,0.0,0.0,926.0,926.0,926,678,0,1604,7,1997.0,470.0,0,36,0,0,0,0,0,7,WD ,181000
1004,60,73.0,11184,Gilbert,6,1998,1998,VinylSd,VinylSd,0.0,0.0,0.0,932.0,932.0,932,701,0,1633,7,1998.0,460.0,0,39,0,0,0,0,0,4,WD ,183000
1005,60,,8000,Gilbert,6,1995,1996,HdBoard,HdBoard,0.0,219.0,0.0,554.0,773.0,773,885,0,1658,8,1995.0,431.0,224,84,0,0,0,0,0,6,WD ,188000
1006,60,,10832,Gilbert,7,1994,1996,MetalSd,MetalSd,0.0,0.0,0.0,712.0,712.0,1086,809,0,1895,7,1994.0,409.0,143,46,0,0,0,0,500,10,WD ,194500
1007,60,,14067,Gilbert,6,1991,1991,HdBoard,HdBoard,194.0,504.0,0.0,332.0,836.0,851,858,0,1709,7,1991.0,416.0,0,40,0,0,0,0,0,9,WD ,185000
1008,120,40.0,4671,StoneBr,8,1988,1989,HdBoard,HdBoard,0.0,767.0,0.0,461.0,1228.0,1228,0,0,1228,5,1988.0,472.0,168,120,0,0,0,0,0,10,WD ,189000
1009,120,65.0,5950,StoneBr,8,1989,1989,HdBoard,HdBoard,0.0,319.0,0.0,1018.0,1337.0,1337,0,0,1337,5,1989.0,462.0,0,73,154,0,0,0,0,4,WD ,188500
1010,60,101.0,13543,StoneBr,8,2005,2005,VinylSd,VinylSd,130.0,16.0,0.0,1152.0,1168.0,1168,1332,0,2500,9,2005.0,683.0,192,32,0,0,0,0,0,7,WD ,355000
1011,60,77.0,11198,StoneBr,9,2005,2007,VinylSd,VinylSd,245.0,0.0,0.0,1122.0,1122.0,1134,1370,0,2504,11,2005.0,656.0,144,39,0,0,0,0,0,6,WD ,325000
1012,20,53.0,15401,StoneBr,9,2004,2004,VinylSd,VinylSd,296.0,1337.0,0.0,547.0,1884.0,1884,0,0,1884,7,2004.0,670.0,214,76,0,0,0,0,0,9,WD ,387000
1013,20,,31220,Gilbert,6,1952,1952,BrkFace,BrkFace,0.0,0.0,0.0,1632.0,1632.0,1474,0,0,1474,7,1952.0,495.0,0,0,144,0,0,0,750,5,WD ,115000
1014,120,60.0,8118,StoneBr,9,2007,2007,MetalSd,MetalSd,178.0,1034.0,0.0,676.0,1710.0,1710,0,0,1710,6,2007.0,557.0,156,48,0,0,0,0,0,7,WD ,334000
1015,20,,47280,Gilbert,6,1950,1950,AsbShng,AsbShng,44.0,0.0,0.0,1488.0,1488.0,1488,0,0,1488,6,1950.0,738.0,0,0,180,0,0,0,0,7,WD ,133000
1016,60,46.0,20544,NWAmes,7,1986,1991,Plywood,Plywood,123.0,0.0,0.0,791.0,791.0,1236,857,0,2093,7,1986.0,542.0,364,63,0,0,0,0,0,11,WD ,215000
1017,20,63.0,12680,NWAmes,7,1988,1988,Plywood,Wd Sdng,102.0,983.0,0.0,692.0,1675.0,1688,0,0,1688,6,1988.0,528.0,0,48,0,0,141,0,0,6,WD ,226500
1018,20,78.0,12090,NWAmes,6,1981,1981,MetalSd,MetalSd,210.0,588.0,228.0,606.0,1422.0,1422,0,0,1422,7,1981.0,576.0,276,0,0,0,0,0,0,6,WD ,175500
1019,20,,10825,NWAmes,7,1983,1983,WdShing,Plywood,174.0,747.0,0.0,513.0,1260.0,1260,0,0,1260,6,1983.0,598.0,152,0,0,0,0,0,0,7,WD ,181900
1020,20,56.0,18559,NWAmes,7,1978,1978,Plywood,Plywood,383.0,1206.0,186.0,656.0,2048.0,2064,0,0,2064,7,1978.0,550.0,200,0,0,0,0,0,0,8,WD ,235000
1021,20,85.0,14450,NWAmes,7,1979,1979,Plywood,Plywood,194.0,864.0,449.0,469.0,1782.0,1782,0,0,1782,6,1979.0,551.0,467,0,0,0,0,0,0,3,WD ,220000
1022,60,,12227,NWAmes,6,1977,1995,HdBoard,HdBoard,424.0,896.0,0.0,434.0,1330.0,1542,1330,0,2872,11,1977.0,619.0,550,282,0,0,0,0,0,7,WD ,272000
1023,20,90.0,13068,NWAmes,6,1976,1976,HdBoard,HdBoard,621.0,890.0,48.0,273.0,1211.0,1211,0,0,1211,6,1976.0,461.0,0,0,0,174,0,0,0,11,WD ,161000
1024,20,,15611,NWAmes,5,1977,1977,VinylSd,VinylSd,0.0,767.0,93.0,266.0,1126.0,1126,0,0,1126,6,1977.0,540.0,180,0,0,0,0,0,0,3,WD ,175000
1025,60,80.0,10400,NWAmes,7,1980,1988,HdBoard,HdBoard,280.0,0.0,0.0,738.0,738.0,1277,767,0,2044,7,1980.0,489.0,28,73,0,0,0,0,0,3,WD ,185000
1026,60,75.0,9743,NWAmes,5,1969,1969,VinylSd,VinylSd,0.0,280.0,0.0,440.0,720.0,720,588,0,1308,7,1969.0,484.0,0,0,0,0,0,0,0,6,WD ,146900
1027,60,,12511,NWAmes,7,1978,1978,Plywood,Plywood,168.0,988.0,0.0,432.0,1420.0,1420,1420,0,2840,8,1978.0,1314.0,0,16,0,0,208,0,0,12,WD ,292500
1028,20,104.0,11361,NWAmes,6,1976,1976,Plywood,Plywood,160.0,644.0,0.0,549.0,1193.0,1523,0,0,1523,7,1976.0,478.0,0,0,0,0,189,0,0,5,COD,180000
1029,20,80.0,10400,NWAmes,6,1976,1976,HdBoard,HdBoard,120.0,0.0,0.0,1444.0,1444.0,1444,0,0,1444,5,1976.0,473.0,0,24,0,0,0,0,0,4,WD ,159900
1030,60,80.0,10480,NWAmes,7,1976,1976,Plywood,Plywood,660.0,403.0,0.0,400.0,803.0,1098,866,0,1964,8,1976.0,483.0,0,69,0,0,0,0,0,9,WD ,205000
1031,20,80.0,10000,NWAmes,5,1973,2000,HdBoard,HdBoard,0.0,1084.0,0.0,92.0,1176.0,1178,0,0,1178,5,1973.0,439.0,224,0,0,0,0,0,0,11,WD ,157000
1032,60,,14311,NWAmes,8,1996,1996,VinylSd,VinylSd,402.0,1023.0,0.0,213.0,1236.0,1236,1104,0,2340,9,1996.0,787.0,192,180,218,0,0,0,0,6,WD ,306000
1033,90,60.0,9000,NAmes,5,1974,1974,VinylSd,VinylSd,0.0,0.0,0.0,896.0,896.0,896,896,0,1792,8,1982.0,480.0,0,45,0,0,0,0,0,6,WD ,133000
1034,20,65.0,9750,NAmes,6,1969,1969,HdBoard,HdBoard,0.0,602.0,438.0,14.0,1054.0,1054,0,0,1054,6,1969.0,460.0,180,0,0,0,80,0,0,7,WD ,151000
1035,20,68.0,10295,NAmes,4,1969,1969,HdBoard,HdBoard,72.0,252.0,0.0,684.0,936.0,936,0,0,936,4,1969.0,288.0,16,0,0,0,0,0,0,9,COD,111900
1036,20,63.0,7560,NAmes,5,1971,1971,MetalSd,MetalSd,0.0,119.0,613.0,132.0,864.0,864,0,0,864,5,1977.0,576.0,0,0,0,0,0,0,0,5,WD ,123000
1037,20,,12735,NAmes,4,1972,1972,MetalSd,MetalSd,0.0,600.0,0.0,264.0,864.0,864,0,0,864,5,1980.0,576.0,216,0,0,0,0,0,0,4,COD,111250
1038,120,34.0,4060,NAmes,6,1998,1999,MetalSd,MetalSd,0.0,266.0,0.0,1139.0,1405.0,1337,0,0,1337,5,1998.0,511.0,144,68,0,0,0,0,0,8,COD,181000
1039,160,21.0,1680,BrDale,6,1973,1973,HdBoard,HdBoard,359.0,458.0,0.0,25.0,483.0,483,504,0,987,5,1973.0,264.0,52,0,0,0,0,0,0,2,WD ,103400
1040,160,21.0,1680,BrDale,6,1973,1973,HdBoard,HdBoard,158.0,330.0,0.0,153.0,483.0,483,504,0,987,5,1973.0,264.0,0,0,0,0,0,0,0,11,WD ,100000
1041,160,21.0,1890,BrDale,6,1972,1972,HdBoard,HdBoard,422.0,483.0,0.0,0.0,483.0,483,504,0,987,5,1975.0,352.0,411,0,0,0,0,0,0,4,WD ,100500
1042,160,21.0,1869,BrDale,6,1970,1970,HdBoard,HdBoard,127.0,321.0,0.0,162.0,483.0,483,504,0,987,5,1987.0,280.0,0,0,0,0,0,0,0,9,WD ,106000
1043,160,21.0,1680,BrDale,6,1971,1971,HdBoard,HdBoard,232.0,387.0,0.0,96.0,483.0,483,504,0,987,4,1971.0,264.0,0,0,0,0,0,0,0,7,COD,85400
1044,160,21.0,1680,BrDale,6,1971,1971,HdBoard,HdBoard,604.0,358.0,0.0,125.0,483.0,483,504,0,987,5,1971.0,264.0,0,0,0,0,0,0,0,8,WD ,89500
1045,160,21.0,1680,BrDale,5,1972,1972,HdBoard,HdBoard,356.0,350.0,0.0,280.0,630.0,630,672,0,1302,6,1972.0,264.0,0,0,0,0,0,0,0,12,WD ,111750
